year,title,issn,id,doi,url_publicacion,conc_ciencia,titulo,abstract,tipo_fuente,autores,sjr_materia,fuente,,,,,,,,,Total articulos 2000-2024: 754
2014,"Enterramientos de la Edad del Bronce en la Meseta Sur Peninsular a Partir del Sector 22 (Yuncos, Toledo)",1132-2217,201305,10.21630/maa.2014.65.08,http://www.aranzadi.eus/fileadmin/docs/Munibe/2014117136AA.pdf,,"Enterramientos de la edad del bronce en la Meseta Sur peninsular a partir del Sector 22, Yuncos (Toledo)","The results of the analyses of two tombs from the Sector 22 site in Toledo are presented in this article. The four buried individuals from this site display some of the most unique aspects found in Cogotas burials from the Meseta, like the young age of the deceased, infants and juveniles, the association of primary and secondary burials in the same tomb, the presence of ceramic gravegoods and a considerable animal offering. The designation of these burials to the Cogotas I culture has been confirmed by a C-14 dating. The burials are situated within the group of Cogotas burials in the Tagus basin, contrasting the data with the Northern Meseta. The main topics that are analyzed are the chronology, funerary manners, population, pathological signs and spatial positioning of the tombs. The number of burials that have been found in the Southern Meseta up until now is small and there are few absolute datings. Compared with the previous Chalcolithic there is a considerable decrease in the number of burials and the variety of structures, now reduced to pits. Among the many variables in the deposition of the deceased and the applied ritual, the use of this type of tombs is an essential common element. The presence of juvenile individuals stands out in the buried population, but in order to determine the selection of an age group a broader sample would be necessary. However, we can confirm that the age and sex of the individuals do not determine a specific type of burial. Finally, a habitat-tombs analysis is not possible in spite of their overlapping in the terrain as the settlements are only partially known. They lack a structural, archaeological or topographical delimitation. Beyond their grouping in certain areas no clear common criteria regarding the location of the burials are evident so far.",['Revista'],"4|Candelas, Nieves; 1|Barroso, Rosa; 3|González, Armando; 6|López Sáez, Jose Antonio; 2|Bueno, Primitiva; 5|Rojas, Juan Manuel",1204|Archeology (arts and Humanities); 3302|Archeology; 3314|Anthropology,Munibe Antropologia-Arkeologia,,,,,,,,,
2014,From Sado Valley to Europe: Mesolithic Dietary Practices through Different Geographic Distributions,1095-9238,64508,10.1016/j.jas.2014.07.028,https://www.sciencedirect.com/science/article/pii/S0305440314002842/pdf,,From Sado Valley to Europe: Mesolithic dietary practices through different geographic distributions,"This study presents new stable isotope (carbon and nitrogen) data from human and faunal remains from three Mesolithic shell middens (Cabeço das Amoreiras, Arapouco and Cabeço do Pez), located on the estuary of the Sado River, Portugal. The results have revealed a diet composed mainly of terrestrial C3 resources (from terrestrial animals and a small contribution from vegetable sources) and a proportion of marine resources close to 20%. These groups followed a subsistence pattern characterized by a variable settlement regime promoted by the availability of the resources in each region, and social and demographic factors that would induce human dietary diversification. The Sado Valley results were compared with other European Mesolithic groups in order to provide a general view of the subsistence patterns of some of the last hunter-gatherer groups. The high degree of regionalization observed with the comparisons shows that it is impossible to characterise a single subsistence pattern for all European Mesolithic groups. In this sense, environmental characteristics, the geomorphology, the effectiveness of communities' adaptation, and the influence of social and demographic factors probably influenced Mesolithic subsistence patterns in Europe. © 2014 Elsevier Ltd.",['Revista'],"1|Fontanals-Coll, Maria; 5|Gibaja, Juan Francisco; 4|Ruiz, Jordi; 2|Subirà, M. Eulàlia; 3|Marín-Moratalla, Nekane",1202|History; 1204|Archeology (arts and Humanities); 3302|Archeology,Journal of Archaeological Science,,,,,,,,,
2014,La Alta Montaña durante la Prehistoria: 10 Años de Investigación en el Pirineo Catalán Occidental,0082-5638,21433,10.3989/tp.2014.12134,,,La alta montaña durante la Prehistoria: 10 años de investigación en el Pirineo catalán occidental,"Archaeological survey and test excavations were conducted at high altitude in the western Catalan Pyrenees since 2001 to 2010. Together with palaeoecological studies of lake cores and peat bogs, these studies (including a series of 27 radiocarbon dates) permit one to discuss human occupations of the high mountains from Mesolith-ic times to the early Bronze Age. We evaluate the role played by mountain areas in the development of prehistoric communities with particular attention to the process of postglacial colonization, the introduction and development of farming and other agricultural practices, as well as complementary economic activities like mining, charcoal-burning and lumber production, with particular attention to the relation of mountain communities to those of other regions.",['Revista'],"4|Obiol, Ramon Pérez; 7|Mazzucco, Niccolò; 6|Bal-Serin, Marie-Claude; 3|Mañosa, Albert Pèlachs; 2|Antón, David Rodríguez; 1|Ballbè, Ermengol Gassiot; 5|Brugués, Ramón Julià",1204|Archeology (arts and Humanities); 3302|Archeology,Trabajos de Prehistoria,,,,,,,,,
2014,La Campiña de Córdoba entre el IV y el I Milenio ANE,1133-6609,305011,,https://core.ac.uk/download/pdf/84778603.pdf,ARTICULOS523900.pdf,"La campiña de Córdoba entre el IV y el I milenio ANE. Apuntes sobre la ocupación prehistórica del yacimiento de Torreparedones (Baena-Castro del Río, Córdoba). El sondeo 3, al norte del foro","Este trabajo trata de establecer una síntesis sobre las primeras fases de la historia de este núcleo habitado, desde su primera ocupación documentada con seguridad hacia el final del IV milenio ANE, hasta el desarrollo del oppidum turdetano. Para ello presentamos un avance de los resultados del denominado Sondeo 3, realizado por nosotros en el área central del asentamiento en el verano de 2012, contrastado con las secuencias obtenidas durante las excavaciones realizadasentre 1987 y 1992 en otros puntos de este asentamiento, ocupado, con algunas interrupciones como veremos, a lo largo de cinco mil años. (A)",['Revista'],"3|Peña-Chocarro, Leonor; 1|Martínez Sánchez, Rafael María; 2|Pérez Jordà, Guillem",,Antiquitas,,,,,,,,,
2014,"La Cueva de Santimamiñe (Kortezubi, Bizkaia): Estratigrafía y Ocupaciones Humanas",978-84-92681-85 ,960117,,https://www.academia.edu/15035722/La_cueva_de_Santimami%C3%B1e_Kortezubi_Bizkaia_Estratigraf%C3%ADa_y_ocupaciones_humanas,,"La Cueva de Santimamiñe (Kortezubi, Bizkaia): estratigrafía y ocupaciones humanas",,['Revista'],1|Juan Carlos López Quintana; 2|Amagoia Guenaga Lizasu,,,,,,,,,,,
2014,"La Peña de las Forcas (Graus, Huesca): Un Asentamiento Estratégico en la Confluencia del Ésera y el Isábena", 978-84-16028-49-8 ,959641,,https://dialnet.unirioja.es/descarga/articulo/3044442.pdf,,"La Peña de las Forcas (Graus, Huesca): un asentamiento estratégico en la confluencia del Ésera y el Isábena",,['Revista'],1|María del Pilar Utrilla Miranda; 2|Carlos Mazo Pérez,,,,,,,,,,,
2014,"La Sauna de la Segunda Edad del Hierro del oppidum de Monte Ornedo (Cantabria, España)",1132-2217,959837,10.21630/maa.2014.65.11,https://doi.org/10.21630/maa.2014.65.11,,"La sauna de la Segunda Edad del Hierro del oppidum de Monte Ornedo (Cantabria, España)",1.-INTRODUCCIÓNLas distintas,['Revista'],1|Pedro Angel Fernández-Vega; 2|Lino Mantecón-Callejo; 3|Joaquín Callejo-Gómez; 4|Rafael Bolado del Castillo,,Munibe Antropologia-Arkeologia,,,,,,,,,
2014,Las Cronologías Absolutas del Neolítico Antiguo en el sur de la Península Ibérica: Nuevas Dataciones,0210-3230,959726,http://mupreva.org/pub/834/va ,http://mupreva.org/pub/834/va,,Las cronologías absolutas del Neolítico Antiguo en el sur de la península ibérica. Nuevas dataciones,"espanolSe presentan nuevas dataciones absolutas obtenidas por AMS sobre muestras de restos oseos humanos procedentes de enclaves neoliticos en Andalucia. Su contrastacion con el resto de dataciones antiguas obtenidas en otros ambitos neoliticos de esta geografia, principalmente del VI milenio a.C., nos aproximaran a la realidad cronologica de este periodo inicial de la Prehistoria reciente en el sur de la peninsula iberica. Considerandose la posibilidad de una facies neolitica antigua, con o sin cardial, mas propiciada por estimulos quizas llegados desde el Norte de Africa que desde el Levante mediterraneo EnglishThis paper presents new absolute dating results obtained through AMS, which belong to human remains from different Neolithic sites in Andalucia. By contrasting the new results with previous ones from other Neolithic sites from the same region, most of them belonging to the IV millennium B.C., we obtain a better idea of the chronological reality of this initial period of recent prehistory of the South of the Iberian Peninsula. We consider the possibility of the existence of an Early Neolithic phase, with or without cardium pottery, which maybe was more incentivized by influences from the North of Africa than from the Mediterranean Levant.",['Revista'],1|Javier Luis Carrasco Rus; 2|Francisco Martínez Sevilla,,Archivo de Prehistoria Levantina,,,,,,,,,
2014,Les Datacions Radiocarbòniques,,960493,http://hdl.handle.net/10550/42606 ,https://dialnet.unirioja.es/descarga/libro/560232.pdf,,Les datacions radiocarbòniques,,['Revista'],1|Gustau Aguilella Arzo; 2|Didac Roman Monroig; 3|Domingo Carlos Salazar García,,,,,,,,,,,
2014,Les Datacions Radiocarbòniques,,960493,,,,Les datacions radiocarbòniques,,['Revista'],1|Gustau Aguilella Arzo; 2|Didac Roman Monroig; 3|Domingo Carlos Salazar García,,,,,,,,,,,
2014,Localities of Reclau,978-84-92681-95-2 ,960448,,,,Localities of Reclau,,['Revista'],1|Juliá Maroto i Genover,,,,,,,,,,,
2014,"Neolithic Flint Mines of Treviño (Basque-Cantabrian Basin, Western Pyrenees, Spain)",2055-0472,959983,10.2218/jls.v1i2.1098,https://journals.ed.ac.uk/lithicstudies/article/view/1098/1618,,"Neolithic Flint Mines of Treviño (Basque-Cantabrian Basin, Western Pyrenees, Spain)","English:The prehistoric Treviño flint mine complex is located in the Sierra de Araico-Cucho (Berantevilla, Alava - Condado de Treviño, Burgos), inside the lacustrine-palustrine Cenozoic (Aquitanian, Miocene) materials of the South-Pyrenean syncline of the Basque-Cantabrian Basin. It is a landscape unit constituted by a set of carbonated layers with abundant nodular and stratiform silicifications. The extraction mining works (often referred to as ‘tailing’) are usually identified as dumps or trenches, subtly visible and associated with archaeological materials.An archaeological excavation was carried out in one potential mining structure (dump or pit) that was detected by LiDAR (Light Detection and Ranging) in the mountain pass of “Pozarrate” near the villages of Grandival and Araico (Treviño, Burgos). In this work we present the results of the excavation of the last two years. The existence of a Neolithic mining dump (the tailings) with a chronology ca. 5000 cal. BC was confirmed. The base rock level with nodular flint was reached and the impressions of the exploited nodules have been identified. As well, the extraction front which reaches about 4.0-5.0 metres in height was delimited. Thousands of lithic remains associated with the extraction and the initial processing (shaping) of flint were collected, as along with mining tools. We have found and described three types of mining structures: trenches, linear dumps and crescent-shaped (or “half-moon-shaped”) dumps.This site is one of the few prehistoric flint mines dated in the Iberian Peninsula. Recent investigations in the Cantabrian Mountains and Western Pyrenees indicate that the circulation and use of Treviño flint during Prehistory reached many Holocene and Pleistocene archaeological sites, located hundreds of kilometres away from the outcrops.Español:El complejo prehistórico minero de sílex de Treviño se sitúa en la Sierra de Araico-Cucho (Berantevilla, Alava - Condado de Treviño, Burgos), en materiales lacustres-palustres del Cenozoico (Aquitaniense, Mioceno) en el Sinclinal Surpirenaico de la Cuenca Vasco-Cantábrica. Se trata de una unidad constituida por un conjunto de niveles carbonatados con presencia de abundantes silicificaciones nodulares y estratiformes. Habitualmente se identifican labores mineras de extracción como escombreras o zanjas sutilmente visibles y asociadas a materiales arqueológicos.Se ha llevado a cabo una excavación arqueológica en una estructura minera potencial (escombrera o pozo) que fue detectada por LiDAR (Light Detection and Ranging) en el collado de Pozarrate cerca de los pueblos de Grandival y Araico (Treviño, Burgos). En este trabajo presentamos los resultados de los dos últimos años de excavación. Se ha confirmado la existencia de una escombrera neolítica de unos 5000 AC años de antigüedad. Se ha alcanzado el nivel de base con sílex nodular y las impresiones de los nódulos explotados han sido identificados. También se ha delimitado el frente de explotación que alcanzará los 4,0 – 5,0 metros de altura. Se han recogido miles de restos líticos asociados a los trabajos de extracción y conformación inicial, así como herramientas mineras. Hemos detectado y descrito tres tipos de estructuras mineras: zanjas, escombreras lineales y escombreras de media luna.Este yacimiento es una de las pocas minas prehistóricas datadas en la Península ibérica. Investigaciones recientes indican que en la Cordillera Cantábrica y Pirineo occidental la circulación y uso del sílex de Treviño llega a numerosos yacimientos arqueológicos del Holoceno y del Pleistoceno, situados incluso a centenares de kilómetros de los afloramientos.",['Revista'],1|Antonio Tarriño; 2|Irantzu Elorrieta; 3|Maite García-Rojas; 4|Iñigo Orue; 5|Aitor Sánchez,,Journal of Lithic Studies,,,,,,,,,
2014,"Prácticas Rituales Ibéricas en la Cueva del Sapo (Chiva, Valencia): Más Allá del Caliciforme",0514-7336,960175,10.14201/zephyrus201474157179,https://revistas.usal.es/uno/index.php/0514-7336/article/view/zephyrus201474157179/12746,,"Prácticas rituales ibéricas en La Cueva del Sapo (Chiva, Valencia): más allá del caliciforme","In this paper we present the results of a interdisciplinary study in the Iberian site of Cueva del Sapo (Chiva, Valencia). The features of the assemblage have brought to light a very complex ritual context which would be frequented among the Vth and IInd centuries bc. The chronological and material diversity, as well as the volume of remains, indicate the existence of several intermittent ritual activities, not generalized and successive over time. We approach them through the presence of faunal remains with limited evidence of consumption which reflect a ritual about red deer, not incinerated human bones which show a particular process of the corpse related to a complex funerary ritual in the Iberian Iron Age and other materials such as pottery, metal and charcoal, which show a ritual activity in the cave. Whose characteristics differ from the traditional criteria established for the caves with Iberan materials. All these factors make us reconsider the traditional definition, still in force, for this kind of ritual contexts, sometimes full of excessive generalization.",['Revista'],1|Sonia MACHAUSE LÓPEZ; 2|Ángela PÉREZ FERNÁNDEZ; 3|Paloma VIDAL MATUTANO; 4|Pere Alfred SANCHIS SERRA,,Zephyrvs-Revista de Prehistoria y Arqueologia,,,,,,,,,
